forced,tsid,time,Fold,Hopf,Branch,Null,ktau_variance,ktau_ac1
False,3,-57162.54,0.15263708,0.5492231,0.25320405,0.044935767,,
False,3,-56344.08,0.20334288,0.346664,0.28946996,0.16052312,,
False,3,-55525.62,0.23795435,0.24861312,0.3066398,0.20679274,,
False,3,-54707.16,0.21887927,0.20583776,0.27156562,0.30371737,,
False,3,-53888.7,0.21609847,0.14898877,0.2984511,0.33646166,,
False,3,-53070.24,0.2487762,0.12252718,0.3287342,0.29996246,,
False,3,-52251.78,0.24439558,0.09165181,0.30476174,0.35919085,,
False,3,-51433.32,0.23891035,0.05601584,0.29611844,0.4089554,,
False,3,-50614.86,0.21123669,0.044338264,0.2664443,0.4779807,,
False,3,-49796.4,0.2278744,0.032563366,0.25588584,0.48367637,,
False,3,-48977.94,0.15901479,0.01938363,0.18832287,0.6332787,,
False,3,-48159.479999999996,0.13663165,0.014097473,0.16371256,0.6855583,,
False,3,-47341.020000000004,0.27075467,0.017502708,0.24626482,0.4654778,,
False,3,-46522.56,0.17512336,0.033263214,0.18226825,0.60934514,,
False,3,-45704.1,0.1329226,0.015110351,0.14343023,0.7085368,,
False,3,-44885.64,0.13970771,0.013296517,0.14825015,0.6987456,,
False,3,-44067.18,0.1877521,0.017783623,0.1562786,0.6381856,,
False,3,-43248.72,0.28336248,0.04017829,0.17559059,0.5008686,,
False,3,-42430.259999999995,0.28336838,0.036461808,0.17258959,0.5075802,,
False,3,-41611.8,0.5884607,0.040540084,0.18199888,0.18900037,,
False,3,-40793.34,0.640345,0.030331742,0.15260628,0.17671701,,
False,3,-39974.88,0.7411435,0.02755944,0.13945884,0.09183821,,
False,3,-39156.42,0.8478853,0.027496379,0.104286626,0.020331662,,
False,3,-38337.96,0.8109107,0.024468407,0.12188177,0.042739145,,
False,3,-37519.5,0.8053676,0.044932626,0.1054671,0.04423271,1.0,1.0
False,3,-36701.04,0.8569104,0.03365423,0.10122315,0.008212185,-0.3333333333333333,-0.7878787878787877
False,3,-35882.58,0.8411435,0.03246472,0.10771091,0.018680837,-0.5930735930735931,-0.8354978354978355
False,3,-35064.119999999995,0.8354368,0.039223842,0.11756049,0.0077788867,-0.620967741935484,-0.870967741935484
False,3,-34245.66,0.8409605,0.045382243,0.11089541,0.0027618422,-0.15447154471544716,-0.5865272938443671
False,3,-33427.2,0.84491366,0.04608939,0.10780344,0.001193484,0.23981900452488686,-0.14479638009049775
False,3,-32608.739999999998,0.79296464,0.05627973,0.1486552,0.0021004486,0.3971443680592279,0.14331041776837655
False,3,-31790.28,0.7300678,0.041424096,0.2150214,0.0134867225,0.3755868544600939,0.3200312989045383
False,3,-30971.82,0.7183889,0.03695472,0.22652337,0.018132946,0.34899126769045474,0.31105088828666067
False,3,-30153.36,0.72579366,0.04328476,0.22320893,0.0077126906,0.26660296225513613,0.20831342570473002
False,3,-29334.899999999998,0.6540372,0.060471453,0.257438,0.028053323,0.3391574451562803,0.2102504368083867
False,3,-28516.44,0.6729655,0.07320161,0.24750309,0.0063297665,0.4462676962676962,0.2757400257400257
False,3,-27697.98,0.63504356,0.057207692,0.27602276,0.03172596,0.49166779569164065,0.31012057986722663
False,3,-26879.519999999997,0.6362142,0.049936604,0.282247,0.031602193,0.4922507517927365,0.2766597270414064
False,3,-26061.059999999998,0.6192185,0.04426751,0.2959247,0.040589243,0.44960543402257513,0.2060733193487164
False,3,-25242.6,0.66441506,0.045975246,0.26854077,0.021068888,0.3372255141164169,0.08173579644475429
False,3,-24424.14,0.6082903,0.06319907,0.28118026,0.047330327,0.26861437006364547,0.06663599417222606
False,3,-23605.68,0.60545576,0.05270245,0.27125257,0.07058918,0.25662994696042435,0.17054263565891475
False,3,-22787.22,0.63366127,0.042500965,0.26429382,0.059543967,0.18972739967215108,0.23926901827454317
False,3,-21968.759999999995,0.6353525,0.042836737,0.26213664,0.059674133,0.09140488656195463,0.26636125654450266
False,3,-21150.299999999996,0.67368436,0.046711493,0.24931519,0.03028896,0.017585340623614602,0.28289246835131276
False,3,-20331.839999999997,0.7138504,0.034411587,0.23148319,0.02025481,-0.014575695251721364,0.3429312349101315
False,3,-19513.379999999997,0.6542462,0.043371625,0.24647184,0.055910267,0.020667726550079486,0.3996168113815172
False,3,-18694.92,0.5832531,0.046753645,0.2782486,0.09174462,0.05202268995372444,0.4470070159725332
False,3,-17876.46,0.5342799,0.036773052,0.26802725,0.16091982,0.07794657247693837,0.48568293268406426
False,3,-17058.0,0.5415268,0.03106547,0.2561168,0.1712909,0.06912034402074241,0.5067982040093594
