forced,tsid,time,Fold,Hopf,Branch,Null,ktau_variance,ktau_ac1
False,3,-267828.0924369748,0.0902372,0.61147296,0.17656001,0.12172979,,
False,3,-265497.08403361344,0.07727202,0.5407193,0.12579568,0.256213,,
False,3,-263166.0756302521,0.07441849,0.44921333,0.09381137,0.38255686,,
False,3,-260835.06722689077,0.075114764,0.38434145,0.08259465,0.45794916,,
False,3,-258504.0588235294,0.06087441,0.3563603,0.06627904,0.5164863,,
False,3,-256173.05042016806,0.09766097,0.2793024,0.08616843,0.5368682,,
False,3,-253842.04201680672,0.09358376,0.23693526,0.079612345,0.58986866,0.2727272727272727,-0.2
False,3,-251511.03361344538,0.10129364,0.17905764,0.08434337,0.63530535,-0.2380952380952381,-0.4476190476190477
False,3,-249180.02521008404,0.087733075,0.16376136,0.069566436,0.67893916,-0.5440860215053763,0.14838709677419357
False,3,-246849.01680672268,0.083563566,0.11945512,0.05404539,0.74293596,-0.7146341463414634,0.09268292682926829
False,3,-244518.00840336134,0.07954038,0.07859592,0.044636585,0.7972271,-0.7929411764705884,0.13725490196078433
False,3,-242187.0,0.06593016,0.036316775,0.038541816,0.85921127,-0.755191256830601,-0.09289617486338797
