forced,tsid,time,state,residuals,variance,ac1
True,0,-20982.0,-48.4609,-1.7051984151464055,,
True,0,-20935.2734375,-48.112036146763394,-1.3620069792556109,,
True,0,-20888.546875,-47.72330191326531,-0.9844213511127293,,
True,0,-20841.8203125,-47.32719481382979,-0.6045741913733593,,
True,0,-20795.09375,-47.379727845982146,-0.6779936459362972,,
True,0,-20748.3671875,-47.04296148290094,-0.36615945106936465,,
True,0,-20701.640625,-46.198277125,0.450173196418703,,
True,0,-20654.9140625,-45.238518546875,1.378785705041203,,
True,0,-20608.1875,-44.76938520408163,1.8145388235012305,,
True,0,-20561.4609375,-45.38626090353261,1.1625009376346611,,
True,0,-20514.734375,-44.98045686848958,1.5316696650400985,,
True,0,-20468.0078125,-45.077919295400946,1.3962572622959328,,
True,0,-20421.28125,-45.2543625,1.180543805424115,,
True,0,-20374.5546875,-46.849525347222226,-0.45538905672308516,,
True,0,-20327.828125,-48.365217625,-2.0136553636650376,,
True,0,-20281.1015625,-48.308024312499995,-2.001300811998341,,
True,0,-20234.375,-47.55519765625,-1.2960878669247435,,
True,0,-20187.6484375,-47.01936287286932,-0.8112158267698248,,
True,0,-20140.921875,-46.48424347222222,-0.33094365872004516,,
True,0,-20094.1953125,-46.29967026367188,-0.20560707858685845,,
True,0,-20047.46875,-45.714031960227274,0.31597862543611654,,
True,0,-20000.7421875,-45.38321279481132,0.5776048258977653,,
True,0,-19954.015625,-45.92241969339623,-0.036119920102947844,,
True,0,-19907.2890625,-45.989209796874995,-0.18276654924159175,,
True,0,-19860.5625,-46.542534510869565,-0.8211380980763678,,
True,0,-19813.8359375,-45.938649473505436,-0.3071990950752195,,
True,0,-19767.109375,-46.029091666666666,-0.49204270463913957,,
True,0,-19720.3828125,-45.73232429245283,-0.2935068325291681,,
True,0,-19673.65625,-45.4410345625,-0.10350281241908021,,
True,0,-19626.9296875,-45.19340785435268,0.04071595120931448,,
True,0,-19580.203125,-45.19858247767857,-0.06896857867666739,,
True,0,-19533.4765625,-45.409331026785715,-0.38421636840024576,,
True,0,-19486.75,-45.440288333333335,-0.5184884589556162,,
True,0,-19440.0234375,-45.192094655539776,-0.3712245949827704,,
True,0,-19393.296875,-45.0606103515625,-0.33708965994033235,,
True,0,-19346.5703125,-44.72080650475544,-0.08991067933228436,,
True,0,-19299.84375,-43.872040406976744,0.672033476316237,,
True,0,-19253.1171875,-42.928058984375,1.535954279438755,,
