forced,tsid,time,Fold,Hopf,Branch,Null,ktau_variance,ktau_ac1
False,8,-39897606.83760684,0.08229605,0.6587044,0.16259615,0.09640339,,
False,8,-39769615.384615384,0.07874979,0.6753949,0.19687515,0.04898012,,
False,8,-39641623.93162393,0.15494719,0.431207,0.25544587,0.15839994,,
False,8,-39513632.47863248,0.23652568,0.27659056,0.2798771,0.2070067,,
False,8,-39385641.025641024,0.1942456,0.17548476,0.2606649,0.36960468,,
False,8,-39257649.572649576,0.31635237,0.10781704,0.3439196,0.23191099,,
False,8,-39129658.11965812,0.2103122,0.081897594,0.28491488,0.42287531,,
False,8,-39001666.666666664,0.20583335,0.061233938,0.27117833,0.46175438,,
False,8,-38873675.213675216,0.20247869,0.03704319,0.24308538,0.51739275,,
False,8,-38745683.76068376,0.18800329,0.022976024,0.21492104,0.57409966,,
False,8,-38617692.307692304,0.17269953,0.014992024,0.18242303,0.62988544,,
False,8,-38489700.854700856,0.14318259,0.009259261,0.14682648,0.70073164,,
False,8,-38361709.4017094,0.11542432,0.006911766,0.12892202,0.74874187,,
False,8,-38233717.94871795,0.09142766,0.005233167,0.10541805,0.7979211,,
False,8,-38105726.495726496,0.075239174,0.0039408626,0.088984355,0.83183557,,
False,8,-37977735.04273504,0.058143992,0.0032856376,0.07398607,0.8645843,,
False,8,-37849743.58974359,0.04504349,0.0027971282,0.058837436,0.8933219,,
False,8,-37721752.136752136,0.042134434,0.01034102,0.056598663,0.8909259,,
False,8,-37593760.68376069,0.031362407,0.004564718,0.041120447,0.9229525,,
False,8,-37465769.23076923,0.04287081,0.004504137,0.053417068,0.89920795,,
False,8,-37337777.777777776,0.03739216,0.0036387327,0.04175318,0.91721594,,
False,8,-37209786.32478633,0.03838728,0.0024622746,0.03932074,0.91982967,,
False,8,-37081794.87179487,0.034666765,0.0018518909,0.033412956,0.9300684,,
False,8,-36953803.418803416,0.03898866,0.0020808373,0.03292019,0.9260103,0.7333333333333333,0.7333333333333333
False,8,-36825811.96581197,0.026947802,0.0020167837,0.02425148,0.9467839,0.7999999999999999,0.43333333333333335
False,8,-36697820.51282051,0.02598844,0.001873998,0.021955024,0.95018256,-0.033846153846153845,-0.09538461538461539
False,8,-36569829.059829056,0.024100695,0.0016821601,0.01987931,0.9543379,-0.4,-0.4285714285714286
False,8,-36441837.60683761,0.029077252,0.0026647742,0.020283155,0.94797486,-0.3777777777777778,-0.4415458937198068
False,8,-36313846.15384615,0.045114253,0.04087768,0.027933437,0.88607466,0.005194805194805195,-0.14935064935064937
False,8,-36185854.700854704,0.10244401,0.30066985,0.039390948,0.55749524,0.2717948717948718,0.16363636363636364
False,8,-36057863.24786325,0.15552592,0.2811157,0.03899557,0.5243628,0.41122807017543866,0.35438596491228075
False,8,-35929871.79487179,0.19150467,0.25974706,0.036744956,0.5120033,0.5146374829001368,0.48891928864569084
False,8,-35801880.341880344,0.21910453,0.21344718,0.04135431,0.52609396,0.5425438596491228,0.5780701754385964
False,8,-35673888.88888889,0.185101,0.16183007,0.040305994,0.6127629,0.5906558849955078,0.6395327942497755
False,8,-35545897.43589744,0.16720222,0.09530112,0.045070216,0.69242644,0.5595202398800599,0.6923538230884557
False,8,-35417905.982905984,0.12459111,0.044124145,0.04348013,0.7878046,0.5580952380952381,0.6848253968253969
False,8,-35289914.52991453,0.105404675,0.029464941,0.04562723,0.8195031,0.49978213507625263,0.7093681917211329
False,8,-35161923.07692308,0.05475061,0.008843335,0.027935222,0.9084708,0.42730278696268303,0.6364666981577703
False,8,-35033931.623931624,0.060325466,0.0050545568,0.029101085,0.9055189,0.35698924731182796,0.5695616211745244
False,8,-34905940.17094017,0.07525481,0.010909683,0.036155008,0.8776805,0.30850675428988683,0.5445052939028843
False,8,-34777948.71794872,0.027857717,0.004205876,0.01484659,0.95308983,0.27999999999999997,0.5811688311688311
False,8,-34649957.264957264,0.029665435,0.003921766,0.014108193,0.95230466,0.21906422551583837,0.6244115082824759
False,8,-34521965.81196581,0.022926772,0.003867025,0.010943625,0.96226263,0.16159079016221878,0.6589220303506018
False,8,-34393974.35897436,0.016720401,0.0031415552,0.0089169275,0.9712211,0.10764859104901729,0.6660194174757281
False,8,-34265982.905982904,0.013596153,0.006345996,0.007831262,0.9722266,0.06623600344530575,0.6522825150732127
False,8,-34137991.452991456,0.010412451,0.005246339,0.0049743317,0.9793669,0.07815142576204524,0.6265093411996068
False,8,-34010000.0,0.010212607,0.0029365893,0.0053022346,0.9815485,0.1102055535521096,0.5780021637216011
