forced,tsid,time,state,residuals,variance,ac1
True,0,-12499.66,177.86,3.402127367158016,,
True,0,-12499.195580795043,177.88553793327006,3.44168569721009,,
True,0,-12498.731161590087,177.71599716656058,3.2856854620525837,,
True,0,-12498.26674238513,177.48312542771714,3.0658770152188595,,
True,0,-12497.802323180176,177.3147474517055,2.910093092235286,,
True,0,-12497.33790397522,176.9697908537539,2.5772747560769176,,
True,0,-12496.873484770264,176.54915429037965,2.1683395760929045,,
True,0,-12496.409065565307,176.25673574747412,1.8872098125887646,,
True,0,-12495.94464636035,175.61797961364402,1.2593592281102417,,
True,0,-12495.480227155394,175.056957213448,0.7088932217818353,,
True,0,-12495.015807950438,174.53213984704203,0.19432100496246107,,
True,0,-12494.551388745482,174.1201355488587,-0.20770867863316766,,
True,0,-12494.086969540527,173.66808786292003,-0.6500098207139899,,
True,0,-12493.62255033557,172.96955517402807,-1.3389807347026021,,
True,0,-12493.158131130614,172.45813113061422,-1.8409846206629652,,
True,0,-12492.693711925658,171.96884045094902,-2.320954928663383,,
True,0,-12492.229292720702,171.37816726897262,-2.902367870081747,,
True,0,-12491.764873515745,171.26541943307208,-3.0058787347462896,,
True,0,-12491.300454310789,171.43,-2.832050829153559,,
True,0,-12490.836035105835,171.7240889171699,-2.528674051132583,,
True,0,-12490.371615900878,172.3777781362924,-1.865629981042673,,
True,0,-12489.907196695922,172.91207741532673,-1.3218861837817144,,
True,0,-12489.442777490965,173.411059778368,-0.813350544510655,,
True,0,-12488.97835828601,173.91164171399114,-0.30309067763158737,,
True,0,-12488.513939081053,173.78604592275693,-0.4188706626393355,,
True,0,-12488.049519876096,174.04601685656357,-0.14893507162005903,,
True,0,-12487.58510067114,174.36365537693175,0.17882548928940878,,
True,0,-12487.120681466185,173.6421453698497,-0.5323989050313855,,
True,0,-12486.65626226123,172.97251767898254,-1.1915735812933974,,
True,0,-12486.191843056273,172.23059738918698,-1.922873349219202,,
True,0,-12485.727423851316,171.51787889962407,-2.6248091734824754,,
True,0,-12485.26300464636,171.65483569653418,-2.4769202033537,,
True,0,-12484.798585441404,171.9014145585967,-2.219281243363838,,
True,0,-12484.334166236447,172.4286315362503,-1.6809082327087026,,
True,0,-12483.869747031491,172.95464215821724,-1.143689567667252,,
True,0,-12483.405327826536,172.83202434837006,-1.2551047335831527,,
True,0,-12482.94090862158,173.04675393957154,-1.0292507229578405,,
True,0,-12482.476489416624,174.08541054855658,0.02036062772364744,,
True,0,-12482.012070211667,175.2498244708294,1.195445920113059,,
True,0,-12481.547651006711,175.24574683939412,1.201617199846254,,
True,0,-12481.083231801755,175.1228325589389,1.088360615823916,,
True,0,-12480.618812596798,174.71,0.6843879175593486,,
True,0,-12480.154393391844,174.71414030327404,0.696333592700455,,
True,0,-12479.689974186887,174.76833640632293,0.7569572059762493,,
True,0,-12479.225554981931,174.91113745782843,0.9043974744146794,,
True,0,-12478.761135776975,175.47709528726276,1.4726863535142627,,
True,0,-12478.296716572018,175.80671657201867,1.8016836712061775,,
True,0,-12477.832297367062,175.24168457576474,1.2323041265978816,,
True,0,-12477.367878162106,174.80021609263227,0.7819379136140299,,
True,0,-12476.90345895715,175.0521853501592,1.0197620087475059,,
True,0,-12476.439039752195,175.11693708975588,1.0622169935419663,,
True,0,-12475.974620547238,175.1358492514197,1.0563757738798074,,
True,0,-12475.510201342282,174.73733598137207,0.6310161451669387,,
True,0,-12475.045782137326,174.17253460186276,0.03766760085142096,,
True,0,-12474.58136293237,173.8988260296424,-0.26587567158134107,,
True,0,-12474.116943727413,173.83570108916294,-0.35970246085656754,,
True,0,-12473.652524522457,173.77257614868347,-0.4539863535523523,,
True,0,-12473.188105317502,173.34383214101484,-0.9139694485691905,,
True,0,-12472.723686112546,173.97819234456665,-0.3106069784190595,,
True,0,-12472.25926690759,174.8269452882047,0.5076513258702846,,
True,0,-12471.794847702633,175.24107838782086,0.892005452689375,,
True,0,-12471.330428497677,175.3168094992253,0.93884722113674,,
True,0,-12470.86600929272,175.1060092927196,0.7001814979747962,,
True,0,-12470.401590087764,174.7459035818766,0.3133219733794306,,
True,0,-12469.937170882808,174.78194774945726,0.3237615905885036,,
True,0,-12469.472751677853,174.9469638862255,0.46431371881232053,,
True,0,-12469.008332472897,174.8370149235816,0.3309985007444425,,
True,0,-12468.54391326794,174.08551810605618,-0.44282746216126156,,
True,0,-12468.079494062984,172.89005531381414,-1.6596525901643986,,
True,0,-12467.615074858028,171.9946343142315,-2.575551073643453,,
True,0,-12467.150655653071,171.360171447095,-3.2296987539018573,,
True,0,-12466.686236448115,171.1510086781227,-3.457851657273153,,
True,0,-12466.221817243159,171.47852889839496,-3.1487299661604595,,
True,0,-12465.757398038204,172.0403643336533,-2.604811623093326,,
True,0,-12465.292978833248,172.5629885581878,-2.0997437312372824,,
True,0,-12464.828559628291,172.77326671091777,-1.9067967474142336,,
True,0,-12464.364140423335,172.96585957666542,-1.7314611807519782,,
True,0,-12463.899721218379,173.47558325343624,-1.2390941467434686,,
True,0,-12463.435302013422,173.97234579737994,-0.7599883741089002,,
True,0,-12462.970882808466,174.24822911508474,-0.5022720216341554,,
True,0,-12462.506463603511,174.70426801386455,-0.0651116965563574,,
True,0,-12462.042044398555,175.47661920255396,0.6874696002689973,,
True,0,-12461.577625193599,175.44884836639903,0.6388962856955231,,
True,0,-12461.113205988642,175.8006072684919,0.9687297805829758,,
True,0,-12460.648786783686,175.6250210192494,0.770062424145749,,
True,0,-12460.18436757873,176.11574455823555,1.236581141247683,,
True,0,-12459.719948373773,176.328361604839,1.4239655126627042,,
True,0,-12459.255529168817,176.67807876687314,1.747588399051068,,
True,0,-12458.791109963862,177.0113171891321,2.0541074229817298,,
True,0,-12458.326690758906,176.90142340880595,1.9171549798518015,,
True,0,-12457.86227155395,176.74138115958795,1.7300215077896155,,
True,0,-12457.397852348993,176.47453978906987,1.4363688925294298,,
True,0,-12456.933433144037,176.3444777146788,1.2800922158778292,,
True,0,-12456.46901393908,176.0170126424216,0.9273350304689814,,
True,0,-12456.004594734124,175.788198244708,0.6744874264183238,,
True,0,-12455.54017552917,175.19930673353602,0.06316644003791794,,
True,0,-12455.075756324213,174.34084330840219,-0.8157776981276186,,
True,0,-12454.611337119257,174.1,-1.0748240121908168,,
True,0,-12454.1469179143,174.12704998139037,-1.0634002871265125,,
True,0,-12453.682498709344,174.37148953954264,-0.8317494607946969,,
True,0,-12453.218079504388,174.71,-0.5029750817465128,,
True,0,-12452.753660299431,174.5976927879361,-0.6217980134873926,,
True,0,-12452.289241094475,174.34126594881621,-0.8813976323634733,,
True,0,-12451.82482188952,174.33825245224543,-0.884166556131845,,
True,0,-12451.360402684564,174.46986577181167,-0.7488632139792912,,
True,0,-12450.895983479608,174.94355716704095,-0.26804303905259985,,
True,0,-12450.431564274651,175.76368709590312,0.5626173348841803,,
True,0,-12449.967145069695,175.59132826904573,0.4041227400703633,,
True,0,-12449.502725864739,175.13255267104182,-0.03754394963453933,,
True,0,-12449.038306659782,174.73338508247946,-0.4164545066388712,,
True,0,-12448.573887454826,174.98924736337588,-0.13729661537817606,,
True,0,-12448.109468249871,175.4391357348303,0.3387770310443159,,
True,0,-12447.645049044915,175.94137252009722,0.8698841317402923,,
True,0,-12447.180629839959,176.48731543624166,1.4471283989832386,,
True,0,-12446.716210635002,176.66928829559689,1.6625461530946382,,
True,0,-12446.251791430046,176.43918790745693,1.467733818429025,,
True,0,-12445.78737222509,176.57514774934256,1.6405244431922767,,
True,0,-12445.322953020133,177.409749121126,2.5131993184472208,,
True,0,-12444.858533815179,178.5486654620517,3.6911334622479046,,
True,0,-12444.394114610222,178.48186137129136,3.6640081766780384,,
True,0,-12443.929695405266,177.9898984684223,3.212131787533764,,
True,0,-12443.46527620031,177.75858912899065,3.021104543193786,,
True,0,-12443.000856995353,177.12369622268014,2.4265215445848867,,
True,0,-12442.536437790397,176.60795788260438,1.950994641696326,,
True,0,-12442.07201858544,176.4615860314179,1.8446503946555879,,
True,0,-12441.607599380484,176.21828564053376,1.6411525946532208,,
True,0,-12441.14318017553,176.114393391843,1.5768402056701518,,
True,0,-12440.678760970573,175.37190242643186,0.8737482083541295,,
True,0,-12440.214341765617,175.03757836123614,0.5787244662339788,,
True,0,-12439.74992256066,175.09186946969066,0.6723395239995682,,
True,0,-12439.285503355704,174.82760945989094,0.44758737143871485,,
True,0,-12438.821084150748,174.57,0.22986802157447528,,
True,0,-12438.356664945792,174.47631689898327,0.17668196714160445,,
True,0,-12437.892245740837,173.83271185190665,-0.42559149281316877,,
True,0,-12437.42782653588,173.56855434560765,-0.6473663145649482,,
True,0,-12436.963407330924,173.1780545517125,-0.9942456927213641,,
True,0,-12436.498988125968,172.61635064041104,-1.5109449616589927,,
True,0,-12436.034568921012,172.13633613589963,-1.944463800190448,,
True,0,-12435.570149716055,171.39547692799317,-2.637264861582736,,
True,0,-12435.105730511099,170.86470855766112,-3.1183796922186104,,
True,0,-12434.641311306143,171.00076124099658,-2.9310918352353497,,
True,0,-12434.176892101188,171.22783452565287,-2.6512607523636404,,
True,0,-12433.712472896232,171.3851972859348,-2.43970906774112,,
True,0,-12433.248053691275,171.7316862416097,-2.0377202228085594,,
True,0,-12432.783634486319,172.26857290360627,-1.4441794885799482,,
True,0,-12432.319215281363,172.54307176045432,-1.1120692387676172,,
True,0,-12431.854796076406,172.45682941219857,-1.1399890103348582,,
True,0,-12431.39037687145,172.92386459178465,-0.6142251613988208,,
True,0,-12430.925957666494,173.5964436905378,0.11713186282349852,,
