forced,tsid,time,Fold,Hopf,Branch,Null,ktau_variance,ktau_ac1
False,5,-12496.409065565307,0.16748486,0.208861,0.4712904,0.15236373,,
False,5,-12491.764873515745,0.18470985,0.16338375,0.45505795,0.19684842,,
False,5,-12487.120681466185,0.17601658,0.12588896,0.43021125,0.2678832,,
False,5,-12482.476489416624,0.21900277,0.10878698,0.47773895,0.19447127,,
False,5,-12477.832297367062,0.24237105,0.08974554,0.45772344,0.21015999,,
False,5,-12473.188105317502,0.22927868,0.07670718,0.45341355,0.24060059,,
False,5,-12468.54391326794,0.23496404,0.06757649,0.45568138,0.24177809,,
False,5,-12463.899721218379,0.2266781,0.058947563,0.45208555,0.26228878,,
False,5,-12459.255529168817,0.28677365,0.054349035,0.46034575,0.19853157,,
False,5,-12454.611337119257,0.25640002,0.047922097,0.46713954,0.22853836,,
False,5,-12449.967145069695,0.23444264,0.041017257,0.43837434,0.28616577,,
False,5,-12445.322953020133,0.22799334,0.034666374,0.42282552,0.31451476,,
False,5,-12440.678760970573,0.1982523,0.031644758,0.40543422,0.36466873,,
False,5,-12436.034568921012,0.24546178,0.029967029,0.43561572,0.2889555,,
False,5,-12431.39037687145,0.26328477,0.027788103,0.4500382,0.2588889,,
False,5,-12426.74618482189,0.33213243,0.026271697,0.4479548,0.19364108,,
False,5,-12422.101992772328,0.2933395,0.022552893,0.4666277,0.21747997,,
False,5,-12417.457800722766,0.23843619,0.01979064,0.46927634,0.27249682,,
False,5,-12412.813608673207,0.18270698,0.016175358,0.4484116,0.35270602,,
False,5,-12408.169416623645,0.15208343,0.014395212,0.41401345,0.41950792,,
False,5,-12403.525224574083,0.20668125,0.016285146,0.46988958,0.30714405,,
False,5,-12398.881032524523,0.24663003,0.015801128,0.4835785,0.25399035,,
False,5,-12394.236840474961,0.18354176,0.014955948,0.4983058,0.3031965,,
False,5,-12389.5926484254,0.15473208,0.014212424,0.44531274,0.38574272,,
False,5,-12384.94845637584,0.20544188,0.018257791,0.48869926,0.28760108,,
False,5,-12380.304264326278,0.16564049,0.014751303,0.47362056,0.34598765,,
False,5,-12375.660072276716,0.15699252,0.013854469,0.4692286,0.35992438,,
False,5,-12371.015880227154,0.19613385,0.015313178,0.50904965,0.2795033,,
False,5,-12366.371688177594,0.17798361,0.01462956,0.49261832,0.3147685,,
False,5,-12361.727496128033,0.16662791,0.013386862,0.4853529,0.33463234,,
False,5,-12357.083304078471,0.2022802,0.014556177,0.5096918,0.2734719,,
False,5,-12352.439112028911,0.15554029,0.012188109,0.44769043,0.38458118,,
False,5,-12347.79491997935,0.13162033,0.010792853,0.39318532,0.46440154,,
False,5,-12343.150727929788,0.1363616,0.010863809,0.38620645,0.46656814,,
